0.08840	0.01489	0.02070
0.07903	0.02528	0.03973
0.06551	0.03131	0.05650
0.04876	0.03564	0.06940
0.02868	0.04003	0.07771
0.05321	-0.03190	-0.06793
0.06407	-0.02579	-0.06077
0.08886	0.01419	-0.01916
0.08821	0.02610	0.00135
0.08143	0.03666	0.02212
0.07149	0.04319	0.03857
0.05639	0.04670	0.05571
0.03825	0.05091	0.06640
0.05697	-0.01467	-0.07073
0.06605	-0.00272	-0.06399
0.07427	0.00890	-0.05355
0.08190	0.02131	-0.03608
0.08197	0.03711	-0.01920
0.07787	0.04885	0.00379
0.07070	0.05378	0.02394
0.05890	0.05759	0.04096
0.04558	0.05946	0.05340
0.07633	0.03580	-0.03683
0.06698	0.04881	-0.03994
0.06990	0.02666	-0.05355
0.06420	0.01342	-0.06452
0.05580	0.00065	-0.07314
0.05629	0.05494	-0.04773
0.06142	0.03847	-0.05667
0.05844	0.02791	-0.06535
0.05518	0.01410	-0.07225
0.04473	0.06188	-0.05132
0.05118	0.04641	-0.06075
0.04946	0.03607	-0.06868
0.04677	0.02583	-0.07489
0.03222	0.06902	-0.05160
0.04192	0.04608	-0.06770
0.04189	0.03702	-0.07307
-0.03654	0.06752	-0.05069
-0.04464	0.04794	-0.06460
-0.04415	0.03823	-0.07109
-0.04753	0.06006	-0.05097
-0.05374	0.04581	-0.05897
-0.05221	0.03541	-0.06696
-0.04892	0.02375	-0.07421
-0.05882	0.05278	-0.04710
-0.06324	0.03689	-0.05571
-0.06004	0.02612	-0.06463
-0.05544	0.01106	-0.07258
-0.06861	0.04621	-0.04026
-0.07644	0.03307	-0.03909
-0.07119	0.02398	-0.05312
-0.06434	0.01172	-0.06470
-0.05784	-0.00175	-0.07152
0.00055	-0.00088	0.09199
